Instance;Mode;Algorithm;Run;K;Time
DSJC500.1.col;random;HS;7;38;4.00822904166667
DSJC500.1.col;random;TS;8;16;35.1045875833333
DSJC500.1.col;random;HS;8;38;3.910614875
DSJC500.1.col;random;TS;9;15;36.5821685
DSJC500.1.col;random;HS;9;38;3.88551154166667
DSJC500.1.col;random;TS;10;15;36.557842625
DSJC500.1.col;random;HS;10;37;4.36998808333333
flat300_28_0.col;greedy;TS;1;38;1.54433683333333
flat300_28_0.col;greedy;HS;1;43;0.357197708333333
flat300_28_0.col;greedy;TS;2;38;1.56017158333333
flat300_28_0.col;greedy;HS;2;44;0.314252375
flat300_28_0.col;greedy;TS;3;38;1.47918379166667
flat300_28_0.col;greedy;HS;3;42;0.575027875
flat300_28_0.col;greedy;TS;4;39;1.30112666666667
flat300_28_0.col;greedy;HS;4;43;0.544790666666667
flat300_28_0.col;greedy;TS;5;39;1.38690529166667
flat300_28_0.col;greedy;HS;5;42;0.421497
flat300_28_0.col;greedy;TS;6;39;1.24290408333333
flat300_28_0.col;greedy;HS;6;43;0.379461166666667
flat300_28_0.col;greedy;TS;7;42;0.477996791666667
flat300_28_0.col;greedy;HS;7;44;0.345712583333333
flat300_28_0.col;greedy;TS;8;38;2.296058
flat300_28_0.col;greedy;HS;8;43;0.359636833333333
flat300_28_0.col;greedy;TS;9;39;1.23422783333333
flat300_28_0.col;greedy;HS;9;43;0.37608
flat300_28_0.col;greedy;TS;10;39;0.973504083333333
flat300_28_0.col;greedy;HS;10;43;0.38973325
flat300_28_0.col;random;TS;1;38;94.1321198333333
flat300_28_0.col;random;HS;1;108;4.536525625
flat300_28_0.col;random;TS;2;41;87.807839
flat300_28_0.col;random;HS;2;108;3.73145
flat300_28_0.col;random;TS;3;39;91.8831602916667
flat300_28_0.col;random;HS;3;109;4.643148875
flat300_28_0.col;random;TS;4;37;91.6846482916667
flat300_28_0.col;random;HS;4;108;4.69801279166667
flat300_28_0.col;random;TS;5;39;89.8920743333333
flat300_28_0.col;random;HS;5;109;3.15888925
flat300_28_0.col;random;TS;6;40;88.6039679583333
flat300_28_0.col;random;HS;6;109;3.85726466666667
flat300_28_0.col;random;TS;7;41;89.6455374166667
flat300_28_0.col;random;HS;7;112;4.13248316666667
flat300_28_0.col;random;TS;8;39;90.1408947916667
flat300_28_0.col;random;HS;8;110;3.23874208333333
flat300_28_0.col;random;TS;9;40;87.8437337916667
flat300_28_0.col;random;HS;9;110;3.09286608333333
flat300_28_0.col;random;TS;10;38;91.6334274583333
flat300_28_0.col;random;HS;10;108;4.78833975
le450_15b.col;greedy;TS;1;17;0.350526
le450_15b.col;greedy;HS;1;17;0.5225245
le450_15b.col;greedy;TS;2;17;0.437446833333333
le450_15b.col;greedy;HS;2;17;0.509153666666667
le450_15b.col;greedy;TS;3;17;0.406269833333333
le450_15b.col;greedy;HS;3;17;0.517528791666667
le450_15b.col;greedy;TS;4;17;0.387383
le450_15b.col;greedy;HS;4;17;0.524316541666667
le450_15b.col;greedy;TS;5;17;0.460253333333333
le450_15b.col;greedy;HS;5;17;0.51029775
le450_15b.col;greedy;TS;6;17;0.345788208333333
le450_15b.col;greedy;HS;6;17;0.531719708333333
le450_15b.col;greedy;TS;7;17;0.371111625
le450_15b.col;greedy;HS;7;17;0.531055041666667
le450_15b.col;greedy;TS;8;16;1.07528929166667
le450_15b.col;greedy;HS;8;17;0.469886791666667
le450_15b.col;greedy;TS;9;17;0.37253675
le450_15b.col;greedy;HS;9;17;0.513600083333333
le450_15b.col;greedy;TS;10;17;0.351306958333333
le450_15b.col;greedy;HS;10;17;0.532435083333333
le450_15b.col;random;TS;1;18;22.910769625
le450_15b.col;random;HS;1;36;3.9146415
le450_15b.col;random;TS;2;19;22.6460997083333
le450_15b.col;random;HS;2;34;4.68795158333333
le450_15b.col;random;TS;3;17;23.4588475416667
le450_15b.col;random;HS;3;33;4.93800254166667
le450_15b.col;random;TS;4;17;23.823703125
le450_15b.col;random;HS;4;34;4.5363885
le450_15b.col;random;TS;5;18;22.921219375
le450_15b.col;random;HS;5;35;4.19536891666667
le450_15b.col;random;TS;6;18;22.8936004166667
le450_15b.col;random;HS;6;34;4.45472525
le450_15b.col;random;TS;7;18;22.9137993333333
le450_15b.col;random;HS;7;35;4.25486054166667
le450_15b.col;random;TS;8;18;22.85229425
le450_15b.col;random;HS;8;35;4.26429383333333
le450_15b.col;random;TS;9;18;23.32355175
le450_15b.col;random;HS;9;34;4.56506604166667
le450_15b.col;random;TS;10;18;23.3815232083333
le450_15b.col;random;HS;10;34;4.56381725
le450_25c.col;greedy;TS;1;29;0.43244675
le450_25c.col;greedy;HS;1;29;0.434354541666667
le450_25c.col;greedy;TS;2;28;0.980606291666667
le450_25c.col;greedy;HS;2;29;0.388555708333333
le450_25c.col;greedy;TS;3;29;0.400864125
le450_25c.col;greedy;HS;3;29;0.446730708333333
le450_25c.col;greedy;TS;4;29;0.403443125
le450_25c.col;greedy;HS;4;29;0.453082166666667
le450_25c.col;greedy;TS;5;29;0.474152708333333
le450_25c.col;greedy;HS;5;29;0.4481305
le450_25c.col;greedy;TS;6;29;0.494381166666667
le450_25c.col;greedy;HS;6;29;0.435533875
le450_25c.col;greedy;TS;7;29;0.471091208333333
le450_25c.col;greedy;HS;7;29;0.439495083333333
le450_25c.col;greedy;TS;8;29;0.570236375
le450_25c.col;greedy;HS;8;29;0.485985333333333
le450_25c.col;greedy;TS;9;29;0.466497791666667
le450_25c.col;greedy;HS;9;29;0.43935525
le450_25c.col;greedy;TS;10;29;0.491244375
le450_25c.col;greedy;HS;10;29;0.4358645
le450_25c.col;random;TS;1;31;102.8270275
le450_25c.col;random;HS;1;69;8.20820858333333
le450_25c.col;random;TS;2;34;99.8179067083333
le450_25c.col;random;HS;2;69;7.88332958333333
le450_25c.col;random;TS;3;32;101.87157
le450_25c.col;random;HS;3;68;8.568584375
le450_25c.col;random;TS;4;31;102.729534375
le450_25c.col;random;HS;4;70;7.600044875
le450_25c.col;random;TS;5;32;101.86081175
le450_25c.col;random;HS;5;71;7.70193854166667
le450_25c.col;random;TS;6;33;101.879802
le450_25c.col;random;HS;6;70;7.7446455
le450_25c.col;random;TS;7;31;107.369911916667
le450_25c.col;random;HS;7;67;9.0981865
le450_25c.col;random;TS;8;32;103.054400125
le450_25c.col;random;HS;8;70;7.82815420833333
le450_25c.col;random;TS;9;31;105.19175425
le450_25c.col;random;HS;9;69;8.196218
le450_25c.col;random;TS;10;32;103.278862958333
le450_25c.col;random;HS;10;69;7.97810816666667
